Area ,Price
820,299999
1850,295000
2250,292500
1780,280000
1520,280000
1260,277500
1600,260000
960,255000
1140,253000
950,250000
750,250000
1280,240000
1140,237000
1320,207500
940,205000
1670,180000
1470,169000
2530,2160000
5400,1500000
3550,1480000
4190,1150000
3110,960000
2320,952000
2890,935000
1210,875000
2060,840000
3470,834800
2840,830000
820,781000
2690,768000
3190,765000
3020,760000
1410,747450
1140,746300
2260,738950
3040,735000
3070,731000
1650,710000
2650,695000
2242,692000
1010,675000
1290,656000
2220,652500
3060,650000
2130,645000
1960,640000
800,619790
1430,619000
950,615000
1260,605000
1590,580000
1740,580000
770,565000
1390,565000
1580,560000
1760,550000
2360,535000
1360,532170
1510,530000
1350,525000
2840,525000
800,525000
1890,521000
1210,510000
820,508000
2250,497000
1780,495000
600,483500
1770,480000
2590,479000
1750,475000
1360,470000
1390,462608
1420,461000
1350,459000
1610,449950
1400,440000
1430,440000
2360,431000
1240,425000
1060,417000
1350,400000
2620,399963
2130,397500
1790,397000
3000,397000
980,395000
1320,393000
1600,392500
1210,374000
1400,370000
1910,369950
1570,367500
960,365000
2200,360000
930,358000
2390,355000
1210,350000
800,350000
780,330000
1190,327000
1780,320000
780,319000
1270,316000
1160,310000
1180,300000
1720,299000
1070,296000
1210,294350
910,293550
2220,291375
1160,279950
1100,278000
1580,267000
1680,262000
1340,260000
1580,260000
1060,259900
1260,255000
1080,249000
1390,245000
1480,245000
1340,240000
1230,235000
1170,225000
1120,205000
1300,195000
1430,185000
1210,173250
1250,165000
1120,165000
2630,2140000
3060,1760000
1940,1300000
4070,993500
3330,911100
2360,895000
1830,865000
3730,840000
1620,824000
2290,805000
1830,779000
1980,775000
2730,770000
2160,756000
3470,722500
2110,716125
2780,715000
4000,688000
1820,661000
1080,655000
2490,634000
1410,614306
2060,610000
2320,600000
1740,568000
1640,525000
2400,520000
1420,518500
2790,505657
1500,505000
1280,490000
1080,490000
1680,489900
1470,487000
980,478000
1500,475000
1390,462500
930,460000
880,452000
1479,450000
1610,450000
1510,442500
850,440000
1840,429000
1310,427000
1150,419990
1760,415000
1260,412000
910,412000
1850,382000
2680,379950
1810,375000
1430,373000
1650,370000
2120,369160
1960,367500
1040,359950
1920,352500
1360,352500
1440,350000
1800,338800
1500,337900
1950,335000
1300,326188
840,319900
1220,310000
1490,305000
1470,299900
1320,299000
1860,291000
2070,289950
1440,285000
1140,275000
1995,271500
1820,264000
750,263500
1120,260000
810,255000
1490,245000
1020,238000
1200,222000
1400,210000
970,203000
930,190000
1230,184900
840,180000
930,178500
5990,1530000
4070,1490000
2510,1400000
1920,1390000
3140,1200000
3710,935000
1720,892500
3410,870000
1990,852000
3660,839990
3010,831548
2040,812000
2299,810000
2880,780000
2310,760000
2420,752888
1610,750000
1290,736500
1450,733000
2760,686000
2730,678000
2020,677500
1750,661000
2320,640000
1720,635000
1100,625000
3190,625000
1250,625000
2760,612995
1250,610000
3930,600000
1600,600000
2600,600000
1550,600000
2640,599000
1510,588000
1280,585000
1480,583000
2730,565000
1650,500000
960,495000
1510,491500
2000,470000
1250,463000
1020,462600
820,455000
2040,452500
1230,449950
1810,449000
2480,445000
1430,443600
1210,437500
1600,436000
2380,429900
2270,425000
2080,424240
1470,419000
900,412000
1250,400000
1450,400000
3200,399950
1740,395000
1370,394000
2110,385000
1380,380000
790,375000
2070,375000
1110,371000
1770,355000
1130,354950
1200,345000
1910,335000
890,328000
900,325000
1220,325000
2641,324950
1010,315000
1590,310000
2010,299500
1220,285000
1940,283748
1020,282000
1280,279900
1210,275000
1660,269950
1610,269000
940,267000
1320,265000
1640,265000
1990,264950
1180,252000
1490,250000
1640,250000
1130,239000
1010,235000
970,226000
1440,224000
1010,220000
1800,205000
770,203700
930,200000
820,185000
1660,165000
2130,1300000
2650,728000
1520,625000
1670,620000
1920,453000
2245,362865
1340,230000
1160,410000
1220,325000
3920,3100000
2070,2200000
4280,1410000
2290,1320000
3190,1050000
2950,1000000
2180,1000000
1660,976000
3780,962800
2500,915000
1660,910000
1680,900000
1270,861000
2460,850000
4010,849000
1500,828000
3170,820000
1420,814000
2510,811000
1970,785000
1640,775000
2360,752500
3280,734500
3150,727000
1620,710000
1700,710000
1660,660000
2560,619000
1840,615750
1010,608000
2960,605000
1330,598000
1720,597000
3070,589000
1670,585000
1460,580000
1350,571000
1290,554000
860,535000
1200,534000
2690,530000
2480,530000
860,525000
1230,524950
800,523500
1920,515000
1500,513000
2270,507250
960,500000
1960,500000
990,499000
2100,477000
1740,472000
2190,465000
1440,460000
1170,459500
1430,453000
1620,451000
1360,450000
1190,440000
910,439950
770,438500
1200,425000
1580,402000
2650,397450
790,392000
1120,380000
950,377000
1330,374000
2130,370000
2120,370000
2313,370000
1080,365000
2150,360000
590,360000
1150,358000
2060,350000
2000,349950
2140,349950
1260,349500
2370,338000
1640,338000
2370,335000
2430,330000
2510,330000
1130,316000
2280,305000
1750,300000
860,298800
1500,295000
1210,290000
1310,290000
1020,290000
2200,285167
1930,270000
980,268000
800,267000
1540,259950
1570,252500
1800,237000
790,235500
1210,235000
1900,229950
1180,225000
1220,213500
1000,204000
1190,195000
1630,165000
480,145000
4810,3200000
2330,2000000
3600,1700000
3820,1620000
3880,1060000
2970,1050000
4130,998000
3140,920000
1840,872500
3370,806000
2250,805000
1070,800000
2580,787888
1420,779000
3150,762500
2730,756000
960,745000
1570,740000
2960,735000
3490,728000
2080,660000
1290,657000
2790,650000
3080,637000
1360,630000
1050,627000
2070,598600
1530,595000
1750,575000
3230,569950
1940,555000
2150,550000
2470,550000
1150,549000
1120,535000
2340,525000
2900,520000
1510,518000
2890,515000
1280,500000
2350,500000
2040,500000
1810,489000
790,480000
1690,480000
1460,474950
1220,470000
960,459000
910,450000
1300,448500
2180,445000
1780,440000
2010,434000
970,431000
1710,430000
1550,430000
2750,430000
1230,425000
1390,425000
820,420000
2480,420000
2020,420000
1570,417000
870,414900
3490,414000
1740,410000
1509,401500
1330,400000
1730,400000
1070,399950
1710,399000
1860,380000
1010,370000
2850,364988
1850,352000
1190,348140
1360,345000
1440,344000
2520,335000
1090,325000
1820,320000
1358,317000
990,315500
2370,310000
1260,307700
1390,297950
830,294010
1010,290000
2110,289000
1610,282000
1160,270000
1640,269500
1700,268000
1420,265000
1280,265000
1630,265000
1790,260000
1300,257500
1610,255000
1170,254950
910,254000
910,252000
1300,251000
1560,250000
2070,250000
1520,240000
820,235000
910,235000
1260,235000
880,230000
860,216000
1250,212000
1080,207000
1370,205000
1130,204950
600,174000
610,126000
3485,1650000
2330,1480000
3830,1250000
2230,1200000
2680,1090000
3260,1050000
2300,1050000
4133,979500
2830,969950
3250,951000
1880,950000
3080,950000
3510,935000
2340,905000
2950,900000
1150,825000
1750,808000
3640,780000
2170,765000
2070,720000
1900,716000
1510,699000
2680,699000
1570,695000
1430,690000
1995,645000
2220,641250
2020,640000
1520,632000
2330,625000
1380,622500
2120,599000
2400,592000
2200,572000
2280,565000
1280,552625
3090,551000
2390,545000
3100,540000
1140,537000
1700,535000
1170,516000
1640,515000
2100,500000
1720,495500
2100,492000
2550,490000
2120,475226
2030,470000
2180,470000
1660,465000
1280,457000
1270,450000
2800,449950
1630,445000
1620,442200
1120,435000
1720,427000
1600,420000
1250,418000
1220,405000
1770,401000
1050,388500
2370,387865
1540,380000
980,375000
2330,375000
1150,370000
2200,365000
1900,365000
2800,365000
2280,364250
1230,355000
1470,355000
1360,350000
1120,342000
1540,340000
1360,329950
1780,309000
1590,300000
1300,300000
930,284000
860,278000
1140,277000
2160,277000
1300,275000
840,270000
850,268500
1810,268000
2600,265000
1250,259875
1240,238000
880,235000
1120,234000
1260,230000
1320,225000
1410,225000
1060,212000
1710,211000
1430,210000
1200,203000
1470,150550
2090,3170000
6085,1610000
2160,1440000
4040,1280000
3180,1200000
2550,1100000
1950,1070000
1600,995000
4130,995000
2950,921800
1840,915000
3400,915000
1620,902000
3530,898000
4090,885000
3290,830005
2170,740000
1780,710000
1330,707000
2380,699800
3030,682000
1640,654000
1300,650000
1650,640000
2840,636230
1040,625000
1040,577000
2990,564950
1650,550000
1420,546800
1560,545000
1410,541000
1770,514000
1510,507000
1410,505000
1450,490000
1620,490000
1870,475000
1060,456000
1680,455000
1540,450000
1570,439995
1250,439000
1520,399000
1170,393820
1270,390000
1400,389000
2760,380000
1520,375000
2490,370000
1540,370000
1830,360000
2990,357000
860,340000
2166,326000
1980,317750
1330,300000
1230,299500
2120,295000
1260,289000
610,286000
1020,285000
1000,270000
1870,270000
1820,265000
1300,263000
1610,259000
1180,257000
1490,255000
1180,250200
1650,250000
1360,222000
1030,215000
1000,207100
1220,199000
1010,179900
670,107000
910,107000
4860,2950000
2920,1650000
3390,1400000
4190,1160000
2170,907000
1790,810000
1760,800000
1800,779000
1850,769000
2270,766000
2460,693000
1720,682000
4180,673200
2470,635000
2170,585000
1850,565000
1370,548000
2080,545000
2790,533380
2770,533300
900,524500
1690,509900
1020,505000
1160,501000
1440,483000
1220,480000
870,475000
3361,471275
1120,461100
880,452000
1200,438000
1140,434900
1340,419000
1730,415000
1490,415000
1890,409000
1130,405000
1520,402000
2398,400000
1920,380000
1860,370000
1300,366000
990,365000
1410,365000
2990,339950
1560,306000
2340,290000
1490,275000
1830,273000
1370,264950
2710,260000
1340,260000
1440,244000
530,238000
1030,229000
1630,215000
1110,194000
870,642000
4100,890000
1120,380000
1950,348450
1890,1100000
2580,898000
1840,583000
1450,450000
850,438924
1390,289950
3030,2950000
3790,1880000
4410,1440000
2490,993000
1250,888000
1650,883000
2380,855000
2570,825000
3290,801000
2560,795000
1810,787500
3890,772500
1440,750000
1590,750000
1610,749500
1970,738000
3290,728000
2980,725000
1040,710000
1750,707900
3150,700000
3150,680000
1870,650000
2000,645000
1270,643002
2680,635000
1350,635000
1240,610000
1590,605000
1680,572000
1680,570000
2030,565000
1690,544500
2830,539000
1830,530000
1500,515000
930,500000
1020,485000
960,477000
1620,475000
1140,460000
1550,453500
1270,447000
1280,425000
1130,420000
2890,416000
1553,412000
1830,410000
2430,409950
1220,392000
840,389100
1630,385000
1540,384950
1600,380000
1330,375000
1360,358000
730,351000
2330,350000
2700,338150
1220,333800
600,330000
1740,320000
1070,316500
1320,300000
1310,300000
1780,296000
1860,294900
720,285000
2170,275436
1240,273148
1610,270000
1480,269950
770,269000
750,261000
1440,245000
1610,235000
1120,230000
1520,207000
1220,165000
840,105000
3670,2350000
5370,1350000
4330,1210000
3370,1140000
2530,998000
3170,919950
2230,836500
3320,813000
1540,785950
1330,779000
1520,727000
2970,715000
1690,710000
3150,705000
1300,700000
3940,695000
1030,690000
3770,665000
2330,665000
950,620000
1890,615000
2010,605000
2100,600000
1140,597000
1140,591500
1710,589000
2250,589000
3110,585000
970,577000
1220,555950
1510,549000
1280,545000
2520,540000
1050,540000
2350,539000
1510,535000
1900,530000
1340,522500
2160,518000
1450,514000
1360,499950
1400,497000
1060,495000
1290,481000
2270,480000
1080,477000
1420,475000
1480,475000
1420,467000
1590,460000
1690,449000
2360,441500
1070,435000
1550,425000
930,420000
880,415000
3040,410000
810,408000
2210,407500
1430,407000
1180,400000
1000,390000
1450,382000
1100,380000
1010,375000
2340,360000
1870,345000
1620,345000
2530,340000
720,330000
2020,328000
1800,321000
1410,318000
2120,317000
570,310000
1530,298700
960,296000
1290,295500
1730,265000
1150,258750
1730,258000
1450,257000
1100,249900
1490,237000
1790,225000
4440,3300000
4490,1680000
2750,1250000
1870,1050000
2360,980000
2440,887000
2360,838300
1010,808250
2130,802000
1490,770000
1720,765000
1340,735000
2860,666500
2110,666000
970,651000
1550,645000
1650,625000
1540,624000
2810,616950
1370,606150
2230,575000
3010,568500
1950,565000
1480,560000
2160,555000
2670,550000
2750,540000
2710,540000
1330,535000
1680,530000
1740,530000
1200,528000
2330,527000
1530,515000
1180,507000
1010,505000
1640,504500
1610,499000
1820,469000
2650,450000
850,440000
1540,439990
1450,439000
1970,438000
1520,434900
1040,433500
1300,422500
1380,406430
1180,383001
1260,375000
800,375000
1310,373000
1360,368000
1484,365000
1160,362000
1300,355000
2230,350000
1240,350000
765,335000
1400,325000
730,325000
1160,322500
2440,310000
1760,295000
1040,285000
2350,277554
1010,275000
1650,266750
2300,263850
1310,240000
1160,230000
1310,230000
1760,229000
1370,219000
1220,201000
720,185000
480,170000
1450,150000
790,100000
3420,1580000
2870,1500000
1940,1340000
1710,1100000
3780,1030000
3770,998000
2910,998000
3420,975000
2330,950000
4150,930800
1400,863000
2360,852500
2140,835000
3230,817500
1380,777000
3060,749999
2050,740000
2410,700000
1690,695000
2080,695000
1320,665000
1540,659000
1630,655000
1080,650000
1810,649000
1650,643500
1580,625000
1670,624500
1170,583500
1700,569500
850,565000
2400,562000
1120,552100
1280,540000
1080,525000
2420,525000
1350,519000
1000,508450
2840,500000
2010,500000
3110,485000
2940,482500
1470,460000
1420,460000
1080,456000
2790,455000
1530,454000
2425,447500
2100,437500
2650,428400
1160,419700
720,405000
1850,405000
2120,403950
1660,400000
870,395000
1720,389000
1060,383000
1340,381000
710,375000
1450,375000
1680,375000
1100,374000
2720,370000
860,345000
980,340000
1410,307000
910,306000
1981,303700
2200,299900
1250,295000
1310,287500
910,280000
1010,275000
1380,275000
800,260000
1440,260000
1240,251700
2190,245000
1580,233500
960,232000
1700,215000
1250,210000
790,200000
770,180000
920,125000
1560,724000
1110,320000
940,255000
2090,248500
630,190000
1260,401500
1800,379900
2330,1240000
3160,1020000
1630,1000000
4040,988000
3600,923990
1570,920000
2390,905000
2520,865000
2790,834950
1670,834500
2380,750000
1490,685650
2920,675900
1810,657000
1020,635000
2540,630000
930,615000
2530,615000
1530,590000
2600,581000
1430,580000
1890,575000
1390,570000
1450,550000
1760,550000
1460,550000
1280,539000
1470,536500
780,499000
2550,492000
2430,485000
1690,475000
2320,470101
930,435000
1100,425000
2070,423700
1680,415000
1510,402000
2120,379500
1290,362000
1560,360000
1680,359000
2470,352000
1010,350000
1120,343000
1300,340000
1360,335000
1330,327500
2100,323000
3340,311000
1100,303000
1010,300000
1300,300000
1870,299990
1160,285000
1890,285000
1280,281000
990,274000
1350,270000
720,270000
1250,268000
960,267500
1030,267000
1410,265000
1750,260000
770,257000
1140,250000
1450,243000
1040,240000
1480,237500
810,237500
1200,210000
1010,200000
840,169950
4790,1680000
5020,1500000
2700,1350000
1600,1310000
1700,1140000
2940,1100000
930,990000
2720,975000
2640,950000
3110,925000
2700,898000
1260,895000
2870,830000
3110,818500
2750,812500
2110,796000
990,783200
2930,782500
2210,760000
1540,760000
3360,738515
2630,731781
2070,718000
2260,698000
3160,697000
1220,689000
2230,665000
2650,660000
3420,655000
2740,648000
1840,620000
3110,600600
1530,570000
3380,569950
1440,559900
1250,550000
2330,548000
2710,544999
1410,539000
1230,535000
2830,527000
1060,520000
1010,495000
1650,472500
2410,465000
2190,463000
1600,460000
2130,456000
3150,450000
1300,445950
1390,437000
1340,432500
1080,429000
1300,425000
1680,425000
1140,420000
1160,405000
1380,399950
1300,397500
1440,395000
2140,393000
1350,385000
1590,380000
2080,375000
1290,374950
3135,374500
1040,359950
2370,350000
940,347000
1320,344950
1040,330000
1250,325000
1990,310000
1030,301000
1430,300000
1050,295000
1700,290000
1970,289000
1100,280000
970,279000
1560,272000
1240,270000
1430,234950
1010,234000
920,229950
860,222900
1310,222000
1260,220000
1020,214000
1010,205000
1750,199500
1470,180000
1520,158000
1040,154000
2290,1290000
2932,1230000
2610,1200000
1590,900000
1670,875000
3090,870000
3340,810000
2650,745000
1728,730000
3410,720000
1540,710500
1380,635000
1570,620000
3030,616200
1580,613200
2660,590000
2400,585000
1660,585000
2570,580000
1080,579000
1730,566950
1720,550388
1000,549950
1430,549950
1330,535000
2970,526000
2870,525000
880,525000
1730,515000
1210,510000
1500,506500
1780,498000
1510,490000
1020,485000
1820,485000
1510,473000
3860,470000
1540,462500
1150,450000
2360,445000
1780,441500
1210,440000
1000,431000
2440,425000
3310,419000
2550,419000
830,415000
1620,415000
3006,405000
2738,395950
770,390000
1710,389900
2430,381500
1540,380000
1630,375000
1900,375000
2800,375000
980,374000
2080,368000
1180,355000
860,353000
2210,353000
2540,347500
2440,340000
2310,334000
1170,330000
2140,280000
1140,275000
1190,275000
1330,272750
1800,265000
1420,264250
1320,260000
1690,260000
840,251000
1480,249950
1050,245000
1020,242500
940,242500
1500,235000
1020,216500
1190,215000
1170,209977
1410,205000
1050,199000
900,133400
4910,3800000
4830,3640000
3690,1900000
3460,1870000
1830,1850000
2790,1490000
3380,1430000
1790,1390000
1960,1270000
5400,1210000
2160,1150000
2000,1000000
1240,949000
1690,860000
3650,845950
2840,840000
1230,825000
1410,808000
3320,805000
2540,775000
2620,775000
2310,739000
2500,735000
2040,730000
1295,711000
2880,710800
1000,710000
2550,699000
2010,699000
1450,680000
2970,680000
1800,665000
1340,662500
1300,650000
2150,649950
2290,622500
1590,620000
2340,618000
1620,600000
2290,599950
2710,570000
2010,559000
1760,555000
2640,555000
1050,552000
1360,550000
2260,549995
1920,549995
2120,530000
1540,512500
990,499950
2110,475000
1090,472000
1700,452000
1750,445000
2170,445000
1080,440000
2990,440000
1340,438400
1960,425000
2660,423000
720,420000
910,415000
2150,410000
1050,400000
1420,396000
960,390500
860,390000
1810,384205
1960,371000
2460,357000
1750,340000
1260,336000
1510,335000
1070,324000
1210,315000
2130,305000
1780,299950
960,290000
1610,288000
1820,286000
1050,285000
1610,250000
1220,248000
1120,227000
720,225000
1340,200126
1300,175000
3250,1900000
4150,1210000
3070,1040000
1910,1030000
3780,970000
1730,895000
1770,853505
3300,850000
2140,799000
3680,755000
1360,720000
1930,690000
1830,680000
1520,675000
2230,674950
1330,650000
2130,650000
2330,585000
2650,569995
3370,561000
2780,560000
1730,550000
2640,535000
1150,522000
2200,512500
1340,510000
2300,510000
1570,509000
1550,500000
1090,499950
2020,496000
1230,490000
2400,489950
2090,477500
2280,470000
700,460000
3236,450000
1160,449000
2400,440000
850,435000
1730,435000
901,435000
1510,416000
1590,408000
1070,350000
2240,349950
1300,344000
2360,340000
1200,340000
1210,324950
1150,295000
1610,280000
800,278750
1110,265000
670,250000
2040,250000
1090,249000
780,235000
1160,199000
880,196000
3100,950000
1270,570000
1360,439500
1430,370000
1560,295000
2620,683000
1180,600000
1680,560000
1900,340000
5440,1770000
3060,1270000
3140,1210000
1870,1150000
4120,949950
2720,940000
2450,930000
1610,868500
3990,810000
1980,796000
1580,779000
1530,766500
1820,765000
2250,729000
1870,695000
1540,687500
880,676500
1530,675000
2630,665000
1220,665000
1590,635000
2320,630000
1910,624000
1070,615000
2350,615000
2130,586000
2060,575000
1150,570000
1770,570000
1020,560000
1240,550000
1470,540000
2230,537000
1600,525000
1120,525000
2420,500000
2040,499000
1270,493000
2270,485000
3150,475000
1240,459000
990,458000
1210,453000
2790,450000
1510,450000
1140,450000
2230,440000
2390,440000
1910,435000
1110,434500
3880,430000
1400,421000
1060,400000
1200,396000
1330,392000
940,390000
3220,384000
1730,359000
1360,355000
1140,350000
1270,335000
1880,334950
3597,330000
980,307500
1980,306000
1740,302000
1740,300000
800,299950
1690,293000
1930,289000
1300,240000
1550,229900
1200,225000
1210,198900
1080,147400
640,110000
830,85000
3280,1880000
2650,1150000
3320,1110000
2180,1110000
1920,980000
1750,957000
1890,880000
1570,835000
1180,816000
2170,802000
3320,800000
1440,749000
1510,735000
2620,720000
1560,719000
1460,675000
1720,640000
2510,635000
1690,623000
1780,588000
1260,585000
1540,578000
1740,560000
1350,555000
2080,550000
990,550000
930,550000
3020,530000
1970,509950
1330,500000
1510,485000
1320,460000
1560,452250
880,450000
1010,450000
1280,445000
1330,440000
1350,430000
1350,428000
2050,427000
1490,426000
970,425000
1410,425000
1080,425000
2730,420000
1680,419950
1350,400000
2150,400000
1010,385000
1790,380000
930,379000
680,365000
1930,360000
1330,360000
2280,356000
2170,353000
2360,350000
2120,348000
1320,338995
1120,333000
1880,333000
1570,330000
1670,329900
2430,321000
1980,319950
1980,317950
1390,315000
1890,312000
1030,310000
780,289000
1380,285000
2400,280000
2040,279000
1160,272500
1380,270000
1360,269000
710,264000
1320,260000
1500,243000
970,242000
1380,235000
1220,234500
1190,230000
1190,228000
1100,225000
1310,219000
1150,213500
1030,209900
680,179900
1180,169950
910,169900
810,155000
790,118125
3080,2900000
1800,1600000
1930,1160000
2760,1100000
2370,990000
2830,959000
2220,870000
3330,799900
1640,795000
1480,780000
1310,720000
2740,706000
1690,705000
3210,696500
3420,679000
1740,674000
3040,653000
3050,635000
1780,635000
2760,632500
1590,600000
1150,599950
2520,590000
1090,590000
3220,579000
1780,561500
1580,549000
2340,545400
1830,518000
1540,517000
1280,500000
1980,490000
1980,490000
1340,470000
1340,445000
1230,440000
1030,438000
1420,400000
960,390000
1450,375000
1770,375000
1440,365000
1240,361810
1330,361000
3500,350000
1240,345000
940,342500
560,340000
1270,340000
2717,338500
1250,333000
1740,330000
1150,325000
2240,323500
1680,320000
1540,315000
1160,315000
2370,310000
1160,305000
2744,300000
1170,299950
1610,299000
1250,299000
1370,282000
640,279200
1650,273000
1808,270000
1740,255000
1200,250000
1290,239800
1440,232000
960,201000
1590,199950
1660,160000
4610,2950000
2380,1530000
4570,1040000
4260,994000
1420,925000
2940,914154
2000,910000
3540,888990
1790,885000
3260,850000
2900,850000
3490,734000
2820,730000
1820,722500
4140,720000
2940,710000
1680,709000
1610,657500
1500,614950
1960,613000
2630,609000
1860,580000
1130,580000
860,575000
1900,566000
2840,560000
1670,559950
1410,550000
1720,540000
2860,540000
1370,535000
1150,525126
880,525000
1650,525000
960,525000
1310,525000
2350,505000
2090,499000
1050,497000
1790,475000
790,465000
1690,460000
1540,425000
1320,420000
1380,408000
2640,389517
1580,380000
2420,369946
2420,367899
1680,366000
860,366000
2140,365000
980,360000
2517,353900
1550,350000
1130,345000
1340,339950
1170,330000
1780,325000
990,310000
1510,309950
790,299980
1300,298950
960,295500
1860,291000
1340,275000
1960,275000
1030,272000
1020,269000
1350,255000
1350,250000
1060,250000
1220,248000
1650,233703
1130,227000
1110,217000
1130,215000
1610,215000
800,109500
8860,6890000
1330,1050000
1460,849000
3720,828500
1820,825000
3520,795000
2840,779950
2780,739000
3260,715000
1820,699000
1290,688000
2440,677900
1260,665000
2640,650000
4083,637000
1240,625000
1000,625000
1680,620000
1300,595000
2100,590000
2040,580000
1160,556000
840,555000
1950,555000
3080,550000
2810,550000
3610,549900
1760,540000
1720,535100
970,535000
1260,530000
930,526000
2450,525000
1600,515000
1910,495000
2090,490000
910,489000
1220,469950
3223,469950
2180,450000
1260,437500
1200,436000
720,435000
1120,435000
1660,432000
2220,419950
1070,395000
2245,389990
2640,387990
1050,384000
1580,379000
1130,375000
1890,359000
1400,358000
920,356000
2440,350000
2010,350000
1530,350000
1500,340000
1700,335000
2910,312200
1200,309950
1914,305000
920,285000
1670,285000
1934,280000
1080,279000
1830,241500
970,225000
1830,220000
1150,215000
1390,208800
1510,195000
1320,185000
1440,162000
1070,95000
1210,615000
1030,535000
2410,480000
1030,318500
1050,195000
2470,1180000
1490,700000
1730,575000
1640,500000
870,312500
2880,2580000
2940,1700000
2180,1390000
2160,1200000
3270,1060000
1650,1030000
2730,996000
1630,925000
3620,900000
1260,890000
3610,870000
1770,865000
2270,855000
3010,848000
3030,799950
2410,780000
3310,770000
1940,727500
1746,715000
1720,713000
1540,699900
980,691000
1790,650000
2500,620000
1450,615000
2690,597157
1460,591000
1260,565000
2780,563500
1640,561000
1700,550000
1400,545000
920,535000
1890,525000
2140,525000
990,510000
1270,500000
1100,500000
1880,485000
2130,475000
1770,470000
1300,470000
2470,470000
1640,443000
1200,440000
720,430000
1840,417000
1240,415500
1770,413900
2070,405000
1410,404000
1350,401000
1980,400000
1560,400000
1420,398000
1180,390000
2140,365000
950,365000
1750,364000
2680,363500
1040,360000
860,360000
1900,353000
1340,349000
1350,345500
1900,343500
2240,335000
1730,329780
1130,325000
720,320600
2320,316000
1950,315000
1320,300000
1670,289000
1540,287000
1710,282900
700,282150
1060,275053
1100,268000
1060,265000
700,263000
1630,260000
1580,255000
1794,254950
1560,254000
1550,242500
1510,227000
1290,220000
1460,207000
780,170000
1090,149000
5240,3200000
2659,2570000
3980,1770000
4570,1480000
2930,1230000
2160,1200000
2610,1110000
2860,1080000
1670,1000000
2460,995000
2290,822000
2590,808000
2770,804000
3310,775000
2410,775000
2810,747500
2340,734000
1640,678000
1150,650000
2290,650000
2400,649000
3130,649000
2350,643403
910,626500
1990,625000
1680,624000
1360,620000
1910,617000
2410,608000
1540,590000
1950,585000
1427,582000
1900,570000
2920,562500
1290,555000
2470,550000
1540,542000
1480,542000
1950,530000
1080,525000
1290,525000
2390,516250
1560,509000
1390,505000
1170,502550
1430,499950
1910,498688
1220,480000
2300,475000
960,475000
2440,455000
2210,445000
1600,435000
2290,430000
1230,420000
1060,417000
1200,406550
1970,402000
1610,395000
980,393000
1700,389950
1150,382500
1610,380000
1040,370000
980,355000
1720,354900
2900,354000
1600,350000
1200,350000
1120,344950
1100,335000
2130,335000
1930,325000
2090,325000
1000,317500
1560,315000
2740,315000
840,295000
1420,292500
1260,291000
1400,290000
740,290000
1240,275000
1240,260000
1010,260000
1260,259000
1070,257500
1280,252500
720,245000
1720,245000
2300,243500
1340,242500
1160,240000
870,234500
1640,230000
1670,227950
990,220500
1270,212500
1230,185000
1210,175000
1040,170500
1160,160000
790,150000
3845,1750000
3180,1320000
3160,1250000
1650,1190000
2110,981000
1700,900000
2170,850000
2150,825000
3650,824000
4000,739000
2970,734000
920,721000
2890,715000
1780,705000
1470,685000
1590,680000
2510,675000
1670,665000
1430,655000
3850,650000
2130,649990
2970,640000
2190,625000
4440,600000
1760,599900
1520,597000
1310,587500
2168,575000
880,575000
2170,551000
2360,550000
1440,550000
4180,550000
3800,549900
2290,545000
770,542000
860,537000
2190,520000
1730,480680
1010,470450
1140,469500
2100,465000
2390,460000
1310,447000
1460,444000
2598,428900
1460,425000
1340,425000
1000,410000
1400,400950
2170,400000
530,400000
2390,400000
1300,398000
1460,395000
1710,390000
1730,390000
1220,387500
1360,382000
1060,370000
1280,364000
1381,360000
2450,359950
2100,359000
1010,354000
1010,353000
1550,351000
2550,345000
940,335000
900,325000
1290,320000
2020,315000
1850,305500
670,304950
1540,302000
1560,296000
1210,290000
1850,289000
1330,280000
860,280000
1600,280000
1730,275000
1640,263500
1810,257000
1570,245000
650,244500
1470,239000
1260,229950
1140,218000
1100,212000
1260,207200
1330,202200
1330,180000
1230,179900
760,167500
890,154500
1200,130000
810,125000
1080,115000
2300,1280000
1640,1260000
3780,930000
1490,835000
2270,812000
2670,770000
1300,750000
1610,735000
2560,730000
3570,725000
1530,720000
2050,704000
1290,676101
2390,664000
2820,650000
2280,649800
1020,582500
2400,570000
1930,533600
980,532500
930,500000
840,490000
3250,486940
1300,482000
1820,479950
950,477000
1550,465000
1100,465000
2800,459950
1130,450000
1190,445000
2600,444500
1470,440000
790,439000
2480,425000
1190,417000
2240,415000
1790,414000
740,407000
2150,400000
860,399000
1120,399000
2340,392000
1150,383000
1200,370900
1360,369950
1650,361000
3220,359999
790,359000
1940,355000
1100,344900
1400,343000
1210,340000
1350,335000
1360,332220
1520,330000
1360,328000
1880,325000
1600,325000
1510,320000
1730,319000
960,319000
1800,285000
1180,276200
1300,260000
1140,257500
2800,255000
1290,250000
1550,245000
1020,240000
1300,236000
1510,230000
790,225000
1430,210500
880,210000
1400,194000
1280,180000
740,175000
1520,160000
5020,2890000
3570,1600000
3500,1350000
2790,1250000
3090,1220000
3470,920000
4060,880000
2950,820000
3320,786000
3890,775000
990,765000
3190,722000
1740,710000
3220,689000
2020,689000
3030,680000
1780,668500
1110,615000
2140,600000
1550,599000
2520,598500
